City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
396,Carballo,ES,71.06,broken clouds,43.213,-8.691,Pazo do Souto
398,Victoria,HK,86.38,few clouds,22.2855,114.1577,Mini Hotel Central
400,Avarua,CK,71.65,light rain,-21.2078,-159.775,Paradise Inn
404,Georgetown,MY,83.89,few clouds,5.4112,100.3354,Cititel Penang
407,Puerto Ayora,EC,80.56,scattered clouds,-0.7393,-90.3518,Finch Bay Galapagos Hotel
409,Avarua,CK,71.65,light rain,-21.2078,-159.775,Paradise Inn
417,Bethel,US,81.01,overcast clouds,41.3712,-73.414,Courtyard by Marriott Danbury
418,Hirado,JP,75.38,overcast clouds,33.3597,129.5531,Samson Hotel
420,Rikitea,PF,70.5,broken clouds,-23.1203,-134.9692,People ThankYou
424,Kahului,US,84.97,few clouds,20.8947,-156.47,Maui Seaside Hotel
425,Victoria,HK,86.38,few clouds,22.2855,114.1577,Mini Hotel Central
428,Ponta Do Sol,PT,76.71,clear sky,32.6667,-17.1,Hotel do Campo
430,Kaseda,JP,79.84,overcast clouds,31.4167,130.3167,Sun Stay Kaseda
435,Florianopolis,BR,77.4,clear sky,-27.6146,-48.5012,Hotel Boutique Quinta das Videiras
438,Arraial Do Cabo,BR,78.76,clear sky,-22.9661,-42.0278,Pousada Porto Praia
439,Bethel,US,81.01,overcast clouds,41.3712,-73.414,Courtyard by Marriott Danbury
441,Rikitea,PF,70.5,broken clouds,-23.1203,-134.9692,People ThankYou
443,Hithadhoo,MV,80.92,broken clouds,-0.6,73.0833,Scoop Guest House
445,Albany,US,84.27,broken clouds,42.6001,-73.9662,
449,Jamestown,US,85.08,clear sky,42.097,-79.2353,Hampton Inn & Suites Jamestown
450,Albany,US,84.27,broken clouds,42.6001,-73.9662,
451,Waki,JP,76.42,clear sky,34.0667,134.15,Farmers House Yuzunosato Izumi
452,Arraial Do Cabo,BR,78.76,clear sky,-22.9661,-42.0278,Pousada Porto Praia
453,Georgetown,MY,83.89,few clouds,5.4112,100.3354,Cititel Penang
454,Atuona,PF,78.06,broken clouds,-9.8,-139.0333,Villa Enata
459,Victoria,HK,86.38,few clouds,22.2855,114.1577,Mini Hotel Central
460,Zhenlai,CN,70.43,overcast clouds,45.8495,123.2973,
472,Myanaung,MM,79.9,overcast clouds,18.2833,95.3167,Taung Hlay Khar
475,Albany,US,84.27,broken clouds,42.6001,-73.9662,
478,Albany,US,84.27,broken clouds,42.6001,-73.9662,
481,Albany,US,84.27,broken clouds,42.6001,-73.9662,
483,Huilong,CN,81.03,light rain,31.8111,121.655,Hilton Garden Inn Qidong
484,Jeremie,HT,84.33,overcast clouds,18.65,-74.1167,Auberge’Inn
487,Nagato,JP,80.51,overcast clouds,34.3833,131.2,いそう庵
488,Lahad Datu,MY,77.34,broken clouds,5.0268,118.327,The 27th House
489,Kamaishi,JP,70.75,broken clouds,39.2667,141.8833,Hotel Route Inn Kamaishi
490,Matara,LK,77.88,overcast clouds,5.9485,80.5353,Amaloh Boutique Resort
496,Ponta Do Sol,PT,76.71,clear sky,32.6667,-17.1,Hotel do Campo
499,Hilo,US,81.63,broken clouds,19.7297,-155.09,Hilo Hawaiian Hotel
500,Sao Filipe,CV,74.32,overcast clouds,14.8961,-24.4956,Hotel Xaguate
501,Chardara,KZ,86.23,clear sky,41.2547,67.9692,Жанаргул
505,Cururupu,BR,85.41,broken clouds,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
508,Kapaa,US,82.38,light rain,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
511,Mahebourg,MU,70.25,few clouds,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
516,Masalli,KR,78.48,overcast clouds,34.7959,126.6553,영암펜션
518,Gimli,CA,84.43,few clouds,50.6336,-96.9907,Lakeview Gimli Resort
521,Lazaro Cardenas,MX,86.36,few clouds,17.9583,-102.2,quinta antigua
522,Vanimo,PG,75.06,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
523,Rikitea,PF,70.5,broken clouds,-23.1203,-134.9692,People ThankYou
524,Qorveh,IR,78.46,clear sky,35.1664,47.8045,بانک مهر ایران
531,Jamestown,US,85.08,clear sky,42.097,-79.2353,Hampton Inn & Suites Jamestown
532,Mabaruma,GY,74.05,overcast clouds,8.2,-59.7833,Monty Brooms Guest House
533,Butaritari,KI,81.48,moderate rain,3.0707,172.7902,Isles Sunset Lodge
535,Khatra,IN,82.26,broken clouds,22.9833,86.85,Wi-Destination Solutions
537,Puerto Ayora,EC,80.56,scattered clouds,-0.7393,-90.3518,Finch Bay Galapagos Hotel
539,Victoria,HK,86.38,few clouds,22.2855,114.1577,Mini Hotel Central
541,Rikitea,PF,70.5,broken clouds,-23.1203,-134.9692,People ThankYou
544,Bethel,US,81.01,overcast clouds,41.3712,-73.414,Courtyard by Marriott Danbury
546,Rikitea,PF,70.5,broken clouds,-23.1203,-134.9692,People ThankYou
548,Rikitea,PF,70.5,broken clouds,-23.1203,-134.9692,People ThankYou
550,Sidi Ali,DZ,76.57,clear sky,36.0998,0.4206,الغابة الترفيهية بورحمة
553,Albany,US,84.27,broken clouds,42.6001,-73.9662,
555,Bubaque,GW,79.12,overcast clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
560,Kapaa,US,82.38,light rain,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
561,Rio Grande,BR,75.31,scattered clouds,-32.035,-52.0986,Hotel Atlântico Rio Grande
562,Jalu,LY,87.76,clear sky,29.0331,21.5482,صاحبة الفخامة
564,Durres,AL,78.98,clear sky,41.3231,19.4414,Palace Hotel & Spa Durrës
565,Wencheng,CN,76.95,light rain,33.0559,113.7978,Ruyi Hostel
568,Hithadhoo,MV,80.92,broken clouds,-0.6,73.0833,Scoop Guest House
569,Mahebourg,MU,70.25,few clouds,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
572,Toucheng,TW,86.2,overcast clouds,24.8592,121.8233,和風時尚VILLA會館
575,Bathsheba,BB,88.41,broken clouds,13.2167,-59.5167,Atlantis Hotel
577,Calgary,CA,78.55,smoke,51.0501,-114.0853,Ramada Plaza by Wyndham Calgary Downtown
578,Mweka,CD,75.07,few clouds,-4.85,21.5667,Guest House Boshab
579,Padang,ID,77.05,clear sky,-0.9492,100.3543,Mercure Padang
581,Tucuman,AR,71.6,smoke,-26.8241,-65.2226,HOTEL MIAMI
589,Victoria,HK,86.38,few clouds,22.2855,114.1577,Mini Hotel Central
592,Jamestown,US,85.08,clear sky,42.097,-79.2353,Hampton Inn & Suites Jamestown
593,Mahebourg,MU,70.25,few clouds,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
596,Luanda,AO,70.92,clear sky,-8.8368,13.2343,LANDU MARINEZA LUFUANDU TONI
597,Butaritari,KI,81.48,moderate rain,3.0707,172.7902,Isles Sunset Lodge
598,Kaniama,CD,71.44,broken clouds,-7.5667,24.1833,
600,Butaritari,KI,81.48,moderate rain,3.0707,172.7902,Isles Sunset Lodge
601,Hasaki,JP,75.6,clear sky,35.7333,140.8333,Hotel Sunrise Choshi
602,Maragogi,BR,75.67,few clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
605,Victoria,HK,86.38,few clouds,22.2855,114.1577,Mini Hotel Central
606,Menomonie,US,89.4,clear sky,44.8755,-91.9193,Best Western Plus Menomonie Inn & Suites
612,Nanning,CN,77.45,light rain,22.8167,108.3167,Nanning Travelling With Hostel
614,Ribeira Grande,PT,75.6,few clouds,38.5167,-28.7,Quinta da Meia Eira
615,Seoul,KR,82.0,clear sky,37.5683,126.9778,롯데호텔 서울
616,Itarema,BR,83.93,scattered clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
617,Pauri,IN,71.04,heavy intensity rain,30.15,78.7833,Jatra Heights
621,Atuona,PF,78.06,broken clouds,-9.8,-139.0333,Villa Enata
623,Urumqi,CN,79.75,clear sky,43.801,87.6005,Hua Ling Grand Hotel Urumqi
624,Tautira,PF,78.82,clear sky,-17.7333,-149.15,Pension Oaoa
625,Kapaa,US,82.38,light rain,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
628,Tapes,BR,74.62,clear sky,-30.6733,-51.3958,Cabanas Camping Union
630,Hithadhoo,MV,80.92,broken clouds,-0.6,73.0833,Scoop Guest House
632,Japura,ID,75.34,few clouds,-0.3167,102.35,Rumah mbah Jamah
635,Albany,US,84.27,broken clouds,42.6001,-73.9662,
638,Mahebourg,MU,70.25,few clouds,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
641,Norrtalje,SE,75.29,clear sky,59.758,18.705,Norrtälje Vandrarhem Hvilan
643,Victoria,HK,86.38,few clouds,22.2855,114.1577,Mini Hotel Central
644,Port-Gentil,GA,76.96,overcast clouds,-0.7193,8.7815,Fengshui Residence
645,Albany,US,84.27,broken clouds,42.6001,-73.9662,
646,Veraval,IN,80.11,light rain,20.9,70.3667,Lords Inn Somnath
649,Kapaa,US,82.38,light rain,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
653,Kawardha,IN,77.79,scattered clouds,22.0167,81.25,STARiHOTELS Raipur Road kawardha
654,Albany,US,84.27,broken clouds,42.6001,-73.9662,
655,Port Blair,IN,82.26,overcast clouds,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
658,Bethel,US,81.01,overcast clouds,41.3712,-73.414,Courtyard by Marriott Danbury
660,Albany,US,84.27,broken clouds,42.6001,-73.9662,
661,Male,MV,82.08,overcast clouds,4.1748,73.5089,Hotel Octave Maldives
662,Portland,US,85.51,clear sky,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
667,Souillac,MU,70.36,few clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
668,Puerto Colombia,CO,82.49,overcast clouds,10.9878,-74.9547,Hotel El Emigrante
672,Bethel,US,81.01,overcast clouds,41.3712,-73.414,Courtyard by Marriott Danbury
675,Souillac,MU,70.36,few clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
676,Dingle,PH,77.05,few clouds,10.9995,122.6711,SEGAYA PROPERTY
677,Matelica,IT,84.25,overcast clouds,43.2541,13.0106,Hotel Fioriti
681,Rikitea,PF,70.5,broken clouds,-23.1203,-134.9692,People ThankYou
683,Chake Chake,TZ,74.68,clear sky,-5.2459,39.7666,Hotel Archipelago
684,Tlazazalca,MX,79.25,few clouds,19.9667,-102.0667,
685,Rikitea,PF,70.5,broken clouds,-23.1203,-134.9692,People ThankYou
686,San Cristobal,VE,80.78,overcast clouds,7.7669,-72.225,Posada Villaven C.A.
688,Agropoli,IT,87.51,overcast clouds,40.3469,14.9966,B&B Baia di Trentova
690,San Cristobal,VE,80.78,overcast clouds,7.7669,-72.225,Posada Villaven C.A.
691,Albany,US,84.27,broken clouds,42.6001,-73.9662,
696,Hilo,US,81.63,broken clouds,19.7297,-155.09,Hilo Hawaiian Hotel
698,Cidreira,BR,71.89,clear sky,-30.1811,-50.2056,Hotel Castelo
699,Roma,US,86.13,few clouds,43.2128,-75.4557,Wingate By Wyndham Rome
700,Puerto Ayora,EC,80.56,scattered clouds,-0.7393,-90.3518,Finch Bay Galapagos Hotel
704,Puerto Ayora,EC,80.56,scattered clouds,-0.7393,-90.3518,Finch Bay Galapagos Hotel
710,Hithadhoo,MV,80.92,broken clouds,-0.6,73.0833,Scoop Guest House
713,Bambanglipuro,ID,70.21,scattered clouds,-7.95,110.2833,Puri Brata
717,Kasongo-Lunda,CD,77.36,few clouds,-6.4667,16.8167,
718,Safaga,EG,87.46,clear sky,26.7292,33.9365,Lamar Resort Abu Soma
721,Rikitea,PF,70.5,broken clouds,-23.1203,-134.9692,People ThankYou
726,Jamestown,US,85.08,clear sky,42.097,-79.2353,Hampton Inn & Suites Jamestown
727,Souillac,MU,70.36,few clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
730,Atuona,PF,78.06,broken clouds,-9.8,-139.0333,Villa Enata
734,Bambous Virieux,MU,70.21,few clouds,-20.3428,57.7575,Casa Tia Villa
738,Biak,ID,74.93,broken clouds,-0.9131,122.8766,Penginapan Kim
740,Rikitea,PF,70.5,broken clouds,-23.1203,-134.9692,People ThankYou
741,Bambous Virieux,MU,70.21,few clouds,-20.3428,57.7575,Casa Tia Villa
744,Olmos,PE,85.37,few clouds,-5.9847,-79.7453,Hospedaje El Olmo
747,Alofi,NU,77.88,clear sky,-19.0595,-169.9187,Taloa Heights
748,Rikitea,PF,70.5,broken clouds,-23.1203,-134.9692,People ThankYou
749,Kapaa,US,82.38,light rain,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
757,Hilo,US,81.63,broken clouds,19.7297,-155.09,Hilo Hawaiian Hotel
764,Rikitea,PF,70.5,broken clouds,-23.1203,-134.9692,People ThankYou
767,Pundaguitan,PH,83.8,broken clouds,6.3711,126.1689,Leonardo Family Beach House 1
772,Ribeira Grande,PT,75.6,few clouds,38.5167,-28.7,Quinta da Meia Eira
774,Tucupita,VE,82.22,overcast clouds,9.0622,-62.051,Hotel Tucupita Su​ite C.A.
778,Hithadhoo,MV,80.92,broken clouds,-0.6,73.0833,Scoop Guest House
779,San Andres,CO,82.26,overcast clouds,12.5847,-81.7006,Hotel Arena Blanca
781,Souillac,MU,70.36,few clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
783,Jizan,SA,83.57,overcast clouds,17.3333,42.6667,شهدان. ابوالحجر
785,Wamba,NG,71.53,light rain,8.9333,8.6,Roma Zee Guest House Annex
786,Paita,PE,72.79,few clouds,-5.0892,-81.1144,Hotel Náutico de Paita
789,Rikitea,PF,70.5,broken clouds,-23.1203,-134.9692,People ThankYou
790,Dmytrivka,UA,73.33,clear sky,45.9717,28.9864,
792,Jamestown,US,85.08,clear sky,42.097,-79.2353,Hampton Inn & Suites Jamestown
796,Rikitea,PF,70.5,broken clouds,-23.1203,-134.9692,People ThankYou
798,Rikitea,PF,70.5,broken clouds,-23.1203,-134.9692,People ThankYou
799,Zhangjiakou,CN,71.74,light rain,40.81,114.8794,Shell Zhangjiakou City Qiaodong District Ginza Hotel
800,Albany,US,84.27,broken clouds,42.6001,-73.9662,
801,Ribeira Grande,PT,75.6,few clouds,38.5167,-28.7,Quinta da Meia Eira
804,Sidi Ali,DZ,76.57,clear sky,36.0998,0.4206,الغابة الترفيهية بورحمة
806,Vysoke,UA,74.93,scattered clouds,50.3833,29.5167,Автостанция
809,Butaritari,KI,81.48,moderate rain,3.0707,172.7902,Isles Sunset Lodge
