City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
1641,Carnarvon,-24.8667,113.6333,53.67,73,0,4.61,AU,2021-07-25 18:58:22,clear sky
1642,Arraial Do Cabo,-22.9661,-42.0278,78.76,69,0,23.02,BR,2021-07-25 18:58:49,clear sky
1643,Orocue,4.7912,-71.3354,84.99,61,91,6.85,CO,2021-07-25 19:00:17,overcast clouds
1644,Barrow,71.2906,-156.7887,38.64,91,100,13.15,US,2021-07-25 18:55:03,overcast clouds
1645,Vaini,-21.2,-175.2,66.36,100,20,0.0,TO,2021-07-25 18:54:43,fog
1646,Birao,10.2849,22.7882,72.07,91,100,3.91,CF,2021-07-25 18:58:51,moderate rain
1647,Ushuaia,-54.8,-68.3,33.46,100,75,20.71,AR,2021-07-25 18:56:18,light snow
1648,Nabire,-3.3667,135.4833,75.9,88,100,4.0,ID,2021-07-25 19:00:04,moderate rain
1649,Rikitea,-23.1203,-134.9692,70.5,67,76,6.44,PF,2021-07-25 18:55:36,broken clouds
1650,Viedma,-40.8135,-62.9967,55.08,35,0,16.73,AR,2021-07-25 19:03:43,clear sky
1651,Carnarvon,-24.8667,113.6333,53.67,73,0,4.61,AU,2021-07-25 18:58:22,clear sky
1652,Ponta Do Sol,32.6667,-17.1,76.71,78,1,4.38,PT,2021-07-25 18:54:09,clear sky
1653,Rikitea,-23.1203,-134.9692,70.5,67,76,6.44,PF,2021-07-25 18:55:36,broken clouds
1654,Upernavik,72.7868,-56.1549,41.13,81,16,13.22,GL,2021-07-25 18:59:15,few clouds
1655,Port Alfred,-33.5906,26.891,61.18,45,66,11.88,ZA,2021-07-25 18:57:46,broken clouds
1656,Chokurdakh,70.6333,147.9167,38.5,73,1,10.0,RU,2021-07-25 18:58:53,clear sky
1657,Longyearbyen,78.2186,15.6401,44.44,81,75,9.22,SJ,2021-07-25 18:55:03,broken clouds
1658,Hofn,64.2539,-15.2082,52.03,93,100,18.5,IS,2021-07-25 18:56:26,overcast clouds
1659,Castro,-24.7911,-50.0119,69.26,52,4,5.75,BR,2021-07-25 18:56:38,clear sky
1660,Punta Arenas,-53.15,-70.9167,41.11,65,20,19.57,CL,2021-07-25 18:57:42,few clouds
1661,Saldanha,-33.0117,17.9442,59.05,51,100,11.05,ZA,2021-07-25 18:53:32,overcast clouds
1662,Ushuaia,-54.8,-68.3,33.46,100,75,20.71,AR,2021-07-25 18:56:18,light snow
1663,Aden,12.7794,45.0367,83.3,77,15,18.32,YE,2021-07-25 19:03:46,few clouds
1664,Chokurdakh,70.6333,147.9167,38.5,73,1,10.0,RU,2021-07-25 18:58:53,clear sky
1665,Hobart,-42.8794,147.3294,44.46,72,40,3.0,AU,2021-07-25 18:54:38,scattered clouds
1666,Cabo San Lucas,22.8909,-109.9124,96.8,67,3,8.75,MX,2021-07-25 18:57:16,clear sky
1667,Portree,57.4129,-6.1942,66.85,84,3,7.31,GB,2021-07-25 19:03:47,clear sky
1668,Vaini,-21.2,-175.2,66.36,100,20,0.0,TO,2021-07-25 18:54:43,fog
1669,Megion,61.0296,76.1136,60.82,95,100,13.04,RU,2021-07-25 19:03:47,overcast clouds
1670,Ushuaia,-54.8,-68.3,33.46,100,75,20.71,AR,2021-07-25 18:56:18,light snow
1671,Khovu-Aksy,51.1333,93.6,58.21,92,95,1.48,RU,2021-07-25 19:03:47,overcast clouds
1672,Port Hardy,50.6996,-127.4199,60.98,82,75,4.61,CA,2021-07-25 18:55:29,broken clouds
1673,Eydhafushi,5.1033,73.0708,81.81,78,100,17.11,MV,2021-07-25 19:03:48,overcast clouds
1674,Vaini,-21.2,-175.2,66.36,100,20,0.0,TO,2021-07-25 18:54:43,fog
1675,Hami,42.8,93.45,87.1,18,0,8.77,CN,2021-07-25 19:01:20,clear sky
1676,Peniche,39.3558,-9.3811,72.88,89,20,10.76,PT,2021-07-25 19:03:49,few clouds
1677,Mataura,-46.1927,168.8643,47.48,92,100,3.22,NZ,2021-07-25 18:57:39,light rain
1678,Rikitea,-23.1203,-134.9692,70.5,67,76,6.44,PF,2021-07-25 18:55:36,broken clouds
1679,Hokitika,-42.7167,170.9667,49.21,92,100,10.22,NZ,2021-07-25 19:03:04,overcast clouds
1680,Tasiilaq,65.6145,-37.6368,46.56,86,55,5.64,GL,2021-07-25 19:00:57,broken clouds
1681,Ayan,56.45,138.1667,59.7,95,91,3.87,RU,2021-07-25 19:03:50,overcast clouds
1682,Zima,53.9202,102.0442,59.38,72,100,0.49,RU,2021-07-25 19:03:50,overcast clouds
1683,Sheridan,44.8333,-106.9173,95.18,20,1,1.01,US,2021-07-25 19:03:51,clear sky
1684,Geraldton,-28.7667,114.6,49.12,87,0,12.66,AU,2021-07-25 18:59:57,clear sky
1685,Cockburn Town,21.4612,-71.1419,82.74,80,11,9.35,TC,2021-07-25 19:02:43,few clouds
1686,Talnakh,69.4865,88.3972,55.27,92,100,5.03,RU,2021-07-25 18:58:17,overcast clouds
1687,Qaqortoq,60.7167,-46.0333,59.5,64,99,4.45,GL,2021-07-25 19:01:53,overcast clouds
1688,Chapleau,47.8405,-83.4034,73.9,46,63,9.06,CA,2021-07-25 19:03:52,broken clouds
1689,Busselton,-33.65,115.3333,58.08,66,5,20.22,AU,2021-07-25 18:57:34,clear sky
1690,Awbari,26.5921,12.7805,87.73,19,0,11.59,LY,2021-07-25 19:03:52,clear sky
1691,Saskylakh,71.9167,114.0833,53.91,74,71,11.21,RU,2021-07-25 18:58:13,broken clouds
1692,Bredasdorp,-34.5322,20.0403,47.52,93,100,4.61,ZA,2021-07-25 18:53:12,overcast clouds
1693,Atuona,-9.8,-139.0333,78.06,68,81,23.85,PF,2021-07-25 18:55:35,broken clouds
1694,Kieta,-6.2167,155.6333,78.55,84,36,0.45,PG,2021-07-25 19:03:53,light rain
1695,Saldanha,-33.0117,17.9442,59.05,51,100,11.05,ZA,2021-07-25 18:53:32,overcast clouds
1696,Bredasdorp,-34.5322,20.0403,47.52,93,100,4.61,ZA,2021-07-25 18:53:12,overcast clouds
1697,Kavieng,-2.5744,150.7967,80.69,77,90,3.4,PG,2021-07-25 18:58:56,light rain
1698,Hilo,19.7297,-155.09,81.63,91,59,1.99,US,2021-07-25 18:57:35,broken clouds
1699,Dikson,73.5069,80.5464,39.25,86,100,13.73,RU,2021-07-25 18:57:16,overcast clouds
1700,Lompoc,34.6391,-120.4579,82.02,67,100,1.99,US,2021-07-25 18:59:11,overcast clouds
1701,Rudbar,30.15,62.6,98.67,11,3,15.84,AF,2021-07-25 19:03:54,clear sky
1702,Naze,28.3667,129.4833,77.72,90,100,17.2,JP,2021-07-25 19:03:55,moderate rain
1703,Souillac,-20.5167,57.5167,70.36,64,20,12.66,MU,2021-07-25 18:56:07,few clouds
1704,Atuona,-9.8,-139.0333,78.06,68,81,23.85,PF,2021-07-25 18:55:35,broken clouds
1705,Sitka,57.0531,-135.33,55.45,86,100,2.77,US,2021-07-25 18:58:54,light rain
1706,Yerbogachen,61.2767,108.0108,62.13,65,60,1.25,RU,2021-07-25 18:56:33,broken clouds
1707,Pevek,69.7008,170.3133,34.74,91,100,8.23,RU,2021-07-25 18:57:12,overcast clouds
1708,Cape Town,-33.9258,18.4232,62.11,54,0,1.14,ZA,2021-07-25 18:57:02,clear sky
1709,Nishihara,26.1842,127.7558,80.26,94,75,12.66,JP,2021-07-25 19:03:56,light rain
1710,Kapoeta,4.7717,33.5903,72.1,59,100,14.45,SS,2021-07-25 19:03:56,overcast clouds
1711,Sao Jose Da Coroa Grande,-8.8978,-35.1478,75.96,84,6,13.42,BR,2021-07-25 19:00:21,clear sky
1712,Castro,-24.7911,-50.0119,69.26,52,4,5.75,BR,2021-07-25 18:56:38,clear sky
1713,Atuona,-9.8,-139.0333,78.06,68,81,23.85,PF,2021-07-25 18:55:35,broken clouds
1714,Kidal,18.4411,1.4078,89.29,38,99,14.54,ML,2021-07-25 19:03:26,overcast clouds
1715,Makakilo City,21.3469,-158.0858,79.68,83,90,0.0,US,2021-07-25 18:56:16,overcast clouds
1716,Kuah,6.3265,99.8432,84.25,72,97,4.94,MY,2021-07-25 19:03:58,overcast clouds
1717,Cap Malheureux,-19.9842,57.6142,70.47,59,0,8.01,MU,2021-07-25 18:59:25,clear sky
1718,Tiksi,71.6872,128.8694,47.53,82,100,6.6,RU,2021-07-25 18:59:02,overcast clouds
1719,Gushikawa,26.3544,127.8686,80.19,89,75,9.22,JP,2021-07-25 19:03:58,broken clouds
1720,Esperance,-33.8667,121.9,51.64,85,1,17.81,AU,2021-07-25 18:59:41,clear sky
1721,Bluff,-46.6,168.3333,47.8,87,100,6.17,NZ,2021-07-25 18:57:54,moderate rain
1722,Sibolga,1.7427,98.7792,76.87,83,21,3.18,ID,2021-07-25 19:03:59,few clouds
1723,Tiksi,71.6872,128.8694,47.53,82,100,6.6,RU,2021-07-25 18:59:02,overcast clouds
1724,Bredasdorp,-34.5322,20.0403,47.52,93,100,4.61,ZA,2021-07-25 18:53:12,overcast clouds
1725,Arraial Do Cabo,-22.9661,-42.0278,78.76,69,0,23.02,BR,2021-07-25 18:58:49,clear sky
1726,Punta Arenas,-53.15,-70.9167,41.11,65,20,19.57,CL,2021-07-25 18:57:42,few clouds
1727,Bengkulu,-3.8004,102.2655,74.89,87,0,5.5,ID,2021-07-25 18:57:52,clear sky
1728,Vaini,-21.2,-175.2,66.36,100,20,0.0,TO,2021-07-25 18:54:43,fog
1729,Hermanus,-34.4187,19.2345,61.9,54,100,9.86,ZA,2021-07-25 18:57:47,overcast clouds
1730,Kapaa,22.0752,-159.319,82.38,81,75,4.0,US,2021-07-25 18:56:53,light rain
1731,Rio Cuarto,-33.1307,-64.3499,53.83,36,0,10.02,AR,2021-07-25 19:04:01,clear sky
1732,Mar Del Plata,-38.0023,-57.5575,56.08,60,90,7.0,AR,2021-07-25 18:54:56,overcast clouds
1733,Rikitea,-23.1203,-134.9692,70.5,67,76,6.44,PF,2021-07-25 18:55:36,broken clouds
1734,Pevek,69.7008,170.3133,34.74,91,100,8.23,RU,2021-07-25 18:57:12,overcast clouds
1735,Punta Arenas,-53.15,-70.9167,41.11,65,20,19.57,CL,2021-07-25 18:57:42,few clouds
1736,Tuktoyaktuk,69.4541,-133.0374,50.0,93,90,12.66,CA,2021-07-25 18:57:24,light rain
1737,Omaruru,-21.4333,15.9333,60.87,33,4,11.05,NA,2021-07-25 19:04:02,clear sky
1738,Busselton,-33.65,115.3333,58.08,66,5,20.22,AU,2021-07-25 18:57:34,clear sky
1739,Chokurdakh,70.6333,147.9167,38.5,73,1,10.0,RU,2021-07-25 18:58:53,clear sky
1740,Urumqi,43.801,87.6005,79.75,26,0,6.71,CN,2021-07-25 18:55:35,clear sky
1741,Necochea,-38.5473,-58.7368,50.04,86,100,19.13,AR,2021-07-25 19:00:08,overcast clouds
1742,Rikitea,-23.1203,-134.9692,70.5,67,76,6.44,PF,2021-07-25 18:55:36,broken clouds
1743,Thompson,55.7435,-97.8558,59.16,51,75,13.8,CA,2021-07-25 18:58:25,broken clouds
1744,Novoagansk,61.9449,76.6625,56.84,97,100,18.75,RU,2021-07-25 19:04:03,heavy intensity rain
1745,Norman Wells,65.282,-126.8329,66.24,45,20,8.05,CA,2021-07-25 18:58:43,few clouds
1746,Vaini,-21.2,-175.2,66.36,100,20,0.0,TO,2021-07-25 18:54:43,fog
1747,Thompson,55.7435,-97.8558,59.16,51,75,13.8,CA,2021-07-25 18:58:25,broken clouds
1748,Tuktoyaktuk,69.4541,-133.0374,50.0,93,90,12.66,CA,2021-07-25 18:57:24,light rain
1749,Hilo,19.7297,-155.09,81.63,91,59,1.99,US,2021-07-25 18:57:35,broken clouds
1750,Butaritari,3.0707,172.7902,81.48,77,86,10.69,KI,2021-07-25 18:54:40,moderate rain
1751,Rikitea,-23.1203,-134.9692,70.5,67,76,6.44,PF,2021-07-25 18:55:36,broken clouds
1752,Cabo San Lucas,22.8909,-109.9124,96.8,67,3,8.75,MX,2021-07-25 18:57:16,clear sky
1753,Yellowknife,62.456,-114.3525,65.32,51,20,1.99,CA,2021-07-25 18:53:54,few clouds
1754,Geraldton,-28.7667,114.6,49.12,87,0,12.66,AU,2021-07-25 18:59:57,clear sky
1755,Sisimiut,66.9395,-53.6735,44.02,76,100,5.17,GL,2021-07-25 19:04:05,light rain
1756,Albany,42.6001,-73.9662,84.27,73,66,3.15,US,2021-07-25 18:54:00,broken clouds
1757,Hilo,19.7297,-155.09,81.63,91,59,1.99,US,2021-07-25 18:57:35,broken clouds
1758,Bambous Virieux,-20.3428,57.7575,70.21,64,20,12.66,MU,2021-07-25 18:55:01,few clouds
1759,Dukat,62.55,155.55,52.54,99,100,5.59,RU,2021-07-25 19:04:06,light rain
1760,Yulara,-25.2406,130.9889,52.93,40,6,5.06,AU,2021-07-25 19:04:07,clear sky
1761,Sabang,5.8933,95.3214,82.81,78,100,9.48,ID,2021-07-25 19:01:07,overcast clouds
1762,Saint-Philippe,-21.3585,55.7679,69.35,77,29,11.59,RE,2021-07-25 18:59:12,scattered clouds
1763,Saint-Philippe,-21.3585,55.7679,69.35,77,29,11.59,RE,2021-07-25 18:59:12,scattered clouds
1764,Caravelas,-17.7125,-39.2481,72.21,73,57,8.46,BR,2021-07-25 18:55:39,broken clouds
1765,Muisne,0.6,-80.0333,77.4,78,93,11.86,EC,2021-07-25 19:04:08,overcast clouds
1766,Longyearbyen,78.2186,15.6401,44.44,81,75,9.22,SJ,2021-07-25 18:55:03,broken clouds
1767,Mar Del Plata,-38.0023,-57.5575,56.08,60,90,7.0,AR,2021-07-25 18:54:56,overcast clouds
1768,Santa Isabel Do Rio Negro,-0.4139,-65.0192,81.05,85,99,2.84,BR,2021-07-25 19:04:08,overcast clouds
1769,Rikitea,-23.1203,-134.9692,70.5,67,76,6.44,PF,2021-07-25 18:55:36,broken clouds
1770,Lagoa,39.05,-27.9833,70.07,80,100,12.33,PT,2021-07-25 18:53:47,overcast clouds
1771,Mataura,-46.1927,168.8643,47.48,92,100,3.22,NZ,2021-07-25 18:57:39,light rain
1772,New Norfolk,-42.7826,147.0587,44.1,70,63,4.0,AU,2021-07-25 18:58:29,broken clouds
1773,Petropavlovsk-Kamchatskiy,53.0452,158.6483,50.59,100,20,4.47,RU,2021-07-25 18:56:00,few clouds
1774,Beloha,-25.1667,45.05,62.53,64,65,11.3,MG,2021-07-25 19:04:09,broken clouds
1775,Ushuaia,-54.8,-68.3,33.46,100,75,20.71,AR,2021-07-25 18:56:18,light snow
1776,Vaini,-21.2,-175.2,66.36,100,20,0.0,TO,2021-07-25 18:54:43,fog
1777,Cartagena,10.3997,-75.5144,80.08,79,100,9.17,CO,2021-07-25 19:04:10,overcast clouds
1778,Ushuaia,-54.8,-68.3,33.46,100,75,20.71,AR,2021-07-25 18:56:18,light snow
1779,Punta Arenas,-53.15,-70.9167,41.11,65,20,19.57,CL,2021-07-25 18:57:42,few clouds
1780,Hithadhoo,-0.6,73.0833,80.92,75,78,4.5,MV,2021-07-25 18:56:10,broken clouds
1781,Qitaihe,45.8,130.85,73.87,73,65,3.56,CN,2021-07-25 19:04:11,broken clouds
1782,Grindavik,63.8424,-22.4338,51.75,93,90,29.93,IS,2021-07-25 18:54:00,light intensity drizzle
1783,Bandarbeyla,9.4942,50.8122,78.4,69,0,27.34,SO,2021-07-25 19:04:11,clear sky
1784,Vilyuysk,63.7553,121.6247,63.05,61,71,5.23,RU,2021-07-25 19:03:34,broken clouds
1785,Tuatapere,-46.1333,167.6833,47.82,93,100,5.41,NZ,2021-07-25 18:57:59,light rain
1786,Rikitea,-23.1203,-134.9692,70.5,67,76,6.44,PF,2021-07-25 18:55:36,broken clouds
1787,La Malbaie,47.6575,-70.1559,66.65,99,100,4.41,CA,2021-07-25 19:03:08,overcast clouds
1788,Saldanha,-33.0117,17.9442,59.05,51,100,11.05,ZA,2021-07-25 18:53:32,overcast clouds
1789,Chapais,49.7834,-74.8492,64.18,46,83,10.98,CA,2021-07-25 18:57:53,broken clouds
1790,Tuatapere,-46.1333,167.6833,47.82,93,100,5.41,NZ,2021-07-25 18:57:59,light rain
1791,Noumea,-22.2763,166.4572,69.01,99,74,6.93,NC,2021-07-25 18:58:20,broken clouds
1792,Bluff,-46.6,168.3333,47.8,87,100,6.17,NZ,2021-07-25 18:57:54,moderate rain
1793,Hobyo,5.3505,48.5268,77.04,74,49,24.94,SO,2021-07-25 19:03:25,scattered clouds
1794,Tuktoyaktuk,69.4541,-133.0374,50.0,93,90,12.66,CA,2021-07-25 18:57:24,light rain
1795,Vaini,-21.2,-175.2,66.36,100,20,0.0,TO,2021-07-25 18:54:43,fog
1796,Punta Arenas,-53.15,-70.9167,41.11,65,20,19.57,CL,2021-07-25 18:57:42,few clouds
1797,Asau,46.4333,26.4,71.76,78,100,2.59,RO,2021-07-25 18:59:40,overcast clouds
1798,Otane,-39.8833,176.6333,54.01,81,100,12.1,NZ,2021-07-25 19:04:14,overcast clouds
1799,Kahului,20.8947,-156.47,84.97,87,23,8.99,US,2021-07-25 18:54:24,few clouds
1800,Husavik,66.0449,-17.3389,58.91,65,100,2.39,IS,2021-07-25 18:54:55,overcast clouds
1801,Butaritari,3.0707,172.7902,81.48,77,86,10.69,KI,2021-07-25 18:54:40,moderate rain
1802,Tuatapere,-46.1333,167.6833,47.82,93,100,5.41,NZ,2021-07-25 18:57:59,light rain
1803,Sola,-13.8833,167.55,79.72,80,68,9.73,VU,2021-07-25 19:04:15,broken clouds
1804,Beidao,34.5686,105.8933,71.28,87,100,3.91,CN,2021-07-25 19:04:15,light rain
1805,Hami,42.8,93.45,87.1,18,0,8.77,CN,2021-07-25 19:01:20,clear sky
1806,Boguchany,58.3814,97.4531,65.19,68,100,2.33,RU,2021-07-25 19:01:30,overcast clouds
1807,Kapaa,22.0752,-159.319,82.38,81,75,4.0,US,2021-07-25 18:56:53,light rain
1808,Esperance,-33.8667,121.9,51.64,85,1,17.81,AU,2021-07-25 18:59:41,clear sky
1809,Port Macquarie,-31.4333,152.9167,51.39,59,0,7.38,AU,2021-07-25 19:04:16,clear sky
1810,Vysokogornyy,50.1167,139.15,68.49,90,100,3.09,RU,2021-07-25 19:04:17,overcast clouds
1811,Yerbogachen,61.2767,108.0108,62.13,65,60,1.25,RU,2021-07-25 18:56:33,broken clouds
1812,Iaciara,-14.0958,-46.6317,87.8,22,0,4.47,BR,2021-07-25 19:04:17,clear sky
1813,Constitucion,-35.3333,-72.4167,53.58,87,30,9.89,CL,2021-07-25 18:58:48,scattered clouds
1814,Albany,42.6001,-73.9662,84.27,73,66,3.15,US,2021-07-25 18:54:00,broken clouds
1815,Clyde River,70.4692,-68.5914,35.83,100,90,9.22,CA,2021-07-25 18:57:04,mist
1816,Carnarvon,-24.8667,113.6333,53.67,73,0,4.61,AU,2021-07-25 18:58:22,clear sky
1817,Port Alfred,-33.5906,26.891,61.18,45,66,11.88,ZA,2021-07-25 18:57:46,broken clouds
1818,Tabou,4.423,-7.3528,76.15,75,18,6.49,CI,2021-07-25 19:04:18,few clouds
1819,Hermanus,-34.4187,19.2345,61.9,54,100,9.86,ZA,2021-07-25 18:57:47,overcast clouds
1820,New Norfolk,-42.7826,147.0587,44.1,70,63,4.0,AU,2021-07-25 18:58:29,broken clouds
1821,Ushuaia,-54.8,-68.3,33.46,100,75,20.71,AR,2021-07-25 18:56:18,light snow
1822,Georgetown,5.4112,100.3354,83.89,86,20,0.0,MY,2021-07-25 18:54:23,few clouds
1823,Laurel,39.0993,-76.8483,92.64,60,75,1.99,US,2021-07-25 19:01:09,broken clouds
1824,Rikitea,-23.1203,-134.9692,70.5,67,76,6.44,PF,2021-07-25 18:55:36,broken clouds
1825,Yellowknife,62.456,-114.3525,65.32,51,20,1.99,CA,2021-07-25 18:53:54,few clouds
1826,Melivoia,39.75,22.8,73.02,51,0,4.25,GR,2021-07-25 19:04:20,clear sky
1827,Kaitangata,-46.2817,169.8464,49.93,59,100,3.83,NZ,2021-07-25 18:56:09,moderate rain
1828,Perene,-10.9492,-75.2261,89.69,33,0,4.65,PE,2021-07-25 19:04:20,clear sky
1829,Katsuura,35.1333,140.3,81.1,86,29,11.12,JP,2021-07-25 19:02:58,scattered clouds
1830,Lichinga,-13.3128,35.2406,53.29,72,100,7.34,MZ,2021-07-25 19:04:21,overcast clouds
1831,La Gomera,14.0833,-91.05,98.28,60,21,8.03,GT,2021-07-25 19:04:21,few clouds
1832,Axim,4.8699,-2.2405,76.1,76,78,9.42,GH,2021-07-25 18:58:32,broken clouds
1833,Yellowknife,62.456,-114.3525,65.32,51,20,1.99,CA,2021-07-25 18:53:54,few clouds
1834,Puerto Escondido,15.85,-97.0667,87.93,65,100,8.52,MX,2021-07-25 19:00:45,overcast clouds
1835,Saint-Philippe,-21.3585,55.7679,69.35,77,29,11.59,RE,2021-07-25 18:59:12,scattered clouds
1836,Mumbwa,-14.9783,27.0619,56.52,44,0,7.76,ZM,2021-07-25 19:04:22,clear sky
1837,Hermanus,-34.4187,19.2345,61.9,54,100,9.86,ZA,2021-07-25 18:57:47,overcast clouds
1838,Geraldton,-28.7667,114.6,49.12,87,0,12.66,AU,2021-07-25 18:59:57,clear sky
1839,Mataura,-46.1927,168.8643,47.48,92,100,3.22,NZ,2021-07-25 18:57:39,light rain
1840,Albany,42.6001,-73.9662,84.27,73,66,3.15,US,2021-07-25 18:54:00,broken clouds
1841,Provideniya,64.3833,-173.3,47.16,99,100,4.43,RU,2021-07-25 18:54:49,light rain
1842,Qaanaaq,77.484,-69.3632,40.48,70,89,5.79,GL,2021-07-25 18:53:30,overcast clouds
