City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
0,Ponta Delgada,37.7333,-25.6667,72.32,83,40,12.66,PT,2021-07-25 18:56:05,scattered clouds
1,Busselton,-33.65,115.3333,58.08,66,5,20.22,AU,2021-07-25 18:57:34,clear sky
2,Rikitea,-23.1203,-134.9692,70.5,67,76,6.44,PF,2021-07-25 18:55:36,broken clouds
3,Coihaique,-45.5752,-72.0662,45.21,53,75,5.75,CL,2021-07-25 18:57:35,broken clouds
4,East London,-33.0153,27.9116,56.34,76,0,5.75,ZA,2021-07-25 18:57:35,clear sky
5,Leningradskiy,69.3833,178.4167,37.6,90,100,4.61,RU,2021-07-25 18:52:45,overcast clouds
6,Bathsheba,13.2167,-59.5167,88.41,70,75,17.27,BB,2021-07-25 18:54:29,broken clouds
7,Dzhebariki-Khaya,62.2167,135.8,55.47,95,66,3.27,RU,2021-07-25 18:57:36,broken clouds
8,Clearwater,27.9659,-82.8001,95.25,56,75,8.99,US,2021-07-25 18:53:06,broken clouds
9,Waipawa,-41.4122,175.5153,53.02,77,100,12.57,NZ,2021-07-25 18:54:58,moderate rain
10,Rikitea,-23.1203,-134.9692,70.5,67,76,6.44,PF,2021-07-25 18:55:36,broken clouds
11,Nikolskoye,59.7035,30.7861,69.69,67,7,2.46,RU,2021-07-25 18:54:25,clear sky
12,Wum,6.3833,10.0667,64.6,92,100,1.43,CM,2021-07-25 18:57:37,overcast clouds
13,Ponta Do Sol,32.6667,-17.1,76.71,78,1,4.38,PT,2021-07-25 18:54:09,clear sky
14,Opuwo,-18.0607,13.84,64.6,29,1,7.76,NA,2021-07-25 18:57:37,clear sky
15,Ushuaia,-54.8,-68.3,33.46,100,75,20.71,AR,2021-07-25 18:56:18,light snow
16,Mar Del Plata,-38.0023,-57.5575,56.08,60,90,7.0,AR,2021-07-25 18:54:56,overcast clouds
17,La Asuncion,11.0333,-63.8628,82.09,73,100,9.93,VE,2021-07-25 18:57:38,overcast clouds
18,Vila Franca Do Campo,37.7167,-25.4333,72.01,80,43,8.01,PT,2021-07-25 18:57:38,scattered clouds
19,Mataura,-46.1927,168.8643,47.48,92,100,3.22,NZ,2021-07-25 18:57:39,light rain
20,Luderitz,-26.6481,15.1594,67.17,25,100,4.7,NA,2021-07-25 18:55:37,overcast clouds
21,Hasaki,35.7333,140.8333,75.6,79,8,15.21,JP,2021-07-25 18:52:52,clear sky
22,Palu,-0.8917,119.8707,74.43,94,48,3.13,ID,2021-07-25 18:57:39,scattered clouds
23,Ukiah,39.1502,-123.2078,100.04,32,1,3.44,US,2021-07-25 18:55:17,clear sky
24,Hobart,-42.8794,147.3294,44.46,72,40,3.0,AU,2021-07-25 18:54:38,scattered clouds
25,Ushuaia,-54.8,-68.3,33.46,100,75,20.71,AR,2021-07-25 18:56:18,light snow
26,Ulaangom,49.9811,92.0667,66.07,61,100,0.96,MN,2021-07-25 18:57:40,overcast clouds
27,Puerto Ayora,-0.7393,-90.3518,80.56,84,37,8.99,EC,2021-07-25 18:54:38,scattered clouds
28,Belmonte,-15.8631,-38.8828,75.7,75,77,10.92,BR,2021-07-25 18:57:41,broken clouds
29,Pangody,65.85,74.4859,49.48,82,100,11.5,RU,2021-07-25 18:57:41,overcast clouds
30,Kapaa,22.0752,-159.319,82.38,81,75,4.0,US,2021-07-25 18:56:53,light rain
31,Hilo,19.7297,-155.09,81.63,91,59,1.99,US,2021-07-25 18:57:35,broken clouds
32,Kajaani,64.2273,27.7285,68.05,60,0,6.91,FI,2021-07-25 18:57:42,clear sky
33,Pachino,36.7186,15.0907,87.6,56,0,10.22,IT,2021-07-25 18:57:42,clear sky
34,Bredasdorp,-34.5322,20.0403,47.52,93,100,4.61,ZA,2021-07-25 18:53:12,overcast clouds
35,Punta Arenas,-53.15,-70.9167,41.11,65,20,19.57,CL,2021-07-25 18:57:42,few clouds
36,Yellowknife,62.456,-114.3525,65.32,51,20,1.99,CA,2021-07-25 18:53:54,few clouds
37,Ulladulla,-35.35,150.4667,55.09,64,7,12.37,AU,2021-07-25 18:57:43,clear sky
38,Tairua,-37.0167,175.85,59.09,94,100,21.27,NZ,2021-07-25 18:57:43,moderate rain
39,Cape Town,-33.9258,18.4232,62.11,54,0,1.14,ZA,2021-07-25 18:57:02,clear sky
40,Jamestown,42.097,-79.2353,85.08,65,0,9.19,US,2021-07-25 18:57:44,clear sky
41,Vaini,-21.2,-175.2,66.36,100,20,0.0,TO,2021-07-25 18:54:43,fog
42,Georgetown,5.4112,100.3354,83.89,86,20,0.0,MY,2021-07-25 18:54:23,few clouds
43,Fourmies,50.0153,4.0478,69.71,93,97,7.76,FR,2021-07-25 18:53:41,overcast clouds
44,Rikitea,-23.1203,-134.9692,70.5,67,76,6.44,PF,2021-07-25 18:55:36,broken clouds
45,Mataura,-46.1927,168.8643,47.48,92,100,3.22,NZ,2021-07-25 18:57:39,light rain
46,Ushuaia,-54.8,-68.3,33.46,100,75,20.71,AR,2021-07-25 18:56:18,light snow
47,Kodiak,57.79,-152.4072,53.11,82,90,5.75,US,2021-07-25 18:54:15,haze
48,Asosa,10.0667,34.5333,59.29,98,100,2.77,ET,2021-07-25 18:57:45,overcast clouds
49,Torbay,47.6666,-52.7314,62.76,88,75,8.05,CA,2021-07-25 18:57:45,broken clouds
50,Mataura,-46.1927,168.8643,47.48,92,100,3.22,NZ,2021-07-25 18:57:39,light rain
51,Rikitea,-23.1203,-134.9692,70.5,67,76,6.44,PF,2021-07-25 18:55:36,broken clouds
52,Mataura,-46.1927,168.8643,47.48,92,100,3.22,NZ,2021-07-25 18:57:39,light rain
53,Ponta Do Sol,32.6667,-17.1,76.71,78,1,4.38,PT,2021-07-25 18:54:09,clear sky
54,Fortuna,40.5982,-124.1573,61.72,85,1,10.36,US,2021-07-25 18:54:56,clear sky
55,Port Alfred,-33.5906,26.891,61.18,45,66,11.88,ZA,2021-07-25 18:57:46,broken clouds
56,Hermanus,-34.4187,19.2345,61.9,54,100,9.86,ZA,2021-07-25 18:57:47,overcast clouds
57,Rikitea,-23.1203,-134.9692,70.5,67,76,6.44,PF,2021-07-25 18:55:36,broken clouds
58,Bhanpuri,21.1,80.9167,78.57,81,59,10.27,IN,2021-07-25 18:57:47,broken clouds
59,Makakilo City,21.3469,-158.0858,79.68,83,90,0.0,US,2021-07-25 18:56:16,overcast clouds
60,Mar Del Plata,-38.0023,-57.5575,56.08,60,90,7.0,AR,2021-07-25 18:54:56,overcast clouds
61,Rikitea,-23.1203,-134.9692,70.5,67,76,6.44,PF,2021-07-25 18:55:36,broken clouds
62,Sobolevo,54.4299,31.8996,64.92,65,59,5.39,RU,2021-07-25 18:57:48,broken clouds
63,Bousso,10.4795,16.7117,73.69,92,100,5.3,TD,2021-07-25 18:57:48,light rain
64,Punta Arenas,-53.15,-70.9167,41.11,65,20,19.57,CL,2021-07-25 18:57:42,few clouds
65,Kumeny,58.1089,49.9161,54.59,64,87,6.13,RU,2021-07-25 18:57:49,light rain
66,Rikitea,-23.1203,-134.9692,70.5,67,76,6.44,PF,2021-07-25 18:55:36,broken clouds
67,Boende,-0.2167,20.8667,79.41,53,45,3.18,CD,2021-07-25 18:57:49,scattered clouds
68,Kaitangata,-46.2817,169.8464,49.93,59,100,3.83,NZ,2021-07-25 18:56:09,moderate rain
69,Qaanaaq,77.484,-69.3632,40.48,70,89,5.79,GL,2021-07-25 18:53:30,overcast clouds
70,Saint George,37.1041,-113.5841,94.62,39,5,1.99,US,2021-07-25 18:57:50,clear sky
71,Rikitea,-23.1203,-134.9692,70.5,67,76,6.44,PF,2021-07-25 18:55:36,broken clouds
72,Vao,-22.6667,167.4833,71.42,72,57,16.31,NC,2021-07-25 18:55:35,broken clouds
73,Grootfontein,-19.5667,18.1167,54.97,47,0,3.44,NA,2021-07-25 18:57:51,clear sky
74,Labuhan,-6.8844,112.2051,73.56,81,53,5.84,ID,2021-07-25 18:57:51,broken clouds
75,Beni,0.5,29.4667,66.63,76,100,1.77,CD,2021-07-25 18:57:51,overcast clouds
76,Port Alfred,-33.5906,26.891,61.18,45,66,11.88,ZA,2021-07-25 18:57:46,broken clouds
77,Kenai,60.5544,-151.2583,66.02,83,98,8.63,US,2021-07-25 18:57:52,overcast clouds
78,Cape Town,-33.9258,18.4232,62.11,54,0,1.14,ZA,2021-07-25 18:57:02,clear sky
79,Yellowknife,62.456,-114.3525,65.32,51,20,1.99,CA,2021-07-25 18:53:54,few clouds
80,Hobart,-42.8794,147.3294,44.46,72,40,3.0,AU,2021-07-25 18:54:38,scattered clouds
81,Kaitangata,-46.2817,169.8464,49.93,59,100,3.83,NZ,2021-07-25 18:56:09,moderate rain
82,Chapais,49.7834,-74.8492,64.18,46,83,10.98,CA,2021-07-25 18:57:53,broken clouds
83,Pevek,69.7008,170.3133,34.74,91,100,8.23,RU,2021-07-25 18:57:12,overcast clouds
84,Victoria,22.2855,114.1577,86.38,85,19,1.01,HK,2021-07-25 18:57:54,few clouds
85,Puerto Ayora,-0.7393,-90.3518,80.56,84,37,8.99,EC,2021-07-25 18:54:38,scattered clouds
86,San Patricio,28.017,-97.5169,94.01,41,0,12.5,US,2021-07-25 18:55:43,clear sky
87,Mataura,-46.1927,168.8643,47.48,92,100,3.22,NZ,2021-07-25 18:57:39,light rain
88,Bluff,-46.6,168.3333,47.8,87,100,6.17,NZ,2021-07-25 18:57:54,moderate rain
89,Rawson,-43.3002,-65.1023,51.91,36,5,21.43,AR,2021-07-25 18:57:55,clear sky
90,Nioaque,-21.1353,-55.83,93.45,22,0,9.84,BR,2021-07-25 18:57:55,clear sky
91,Hermanus,-34.4187,19.2345,61.9,54,100,9.86,ZA,2021-07-25 18:57:47,overcast clouds
92,Avarua,-21.2078,-159.775,71.65,100,75,3.44,CK,2021-07-25 18:55:01,light rain
93,Honiara,-9.4333,159.95,76.86,89,64,5.28,SB,2021-07-25 18:54:46,broken clouds
94,Leua,48.2156,18.6071,81.5,84,44,9.82,SK,2021-07-25 18:57:56,scattered clouds
95,Faya,18.3851,42.4509,68.11,75,100,4.23,SA,2021-07-25 18:56:10,overcast clouds
96,Port Alfred,-33.5906,26.891,61.18,45,66,11.88,ZA,2021-07-25 18:57:46,broken clouds
97,Airai,-8.9266,125.4092,55.89,53,76,3.2,TL,2021-07-25 18:53:26,broken clouds
98,Nautla,20.2167,-96.7833,86.76,65,25,10.51,MX,2021-07-25 18:55:20,scattered clouds
99,Port Elizabeth,-33.918,25.5701,50.29,87,40,3.44,ZA,2021-07-25 18:55:08,scattered clouds
100,Labuhan,-6.8844,112.2051,73.56,81,53,5.84,ID,2021-07-25 18:57:51,broken clouds
101,Rikitea,-23.1203,-134.9692,70.5,67,76,6.44,PF,2021-07-25 18:55:36,broken clouds
102,Albany,42.6001,-73.9662,84.27,73,66,3.15,US,2021-07-25 18:54:00,broken clouds
103,Mapiripan,2.8892,-72.1256,73.71,90,100,5.37,CO,2021-07-25 18:57:58,overcast clouds
104,Greenwood,34.1668,-82.1165,90.48,67,95,1.01,US,2021-07-25 18:57:58,overcast clouds
105,Nyrob,60.733,56.7202,52.18,66,96,4.63,RU,2021-07-25 18:57:58,overcast clouds
106,Bluff,-46.6,168.3333,47.8,87,100,6.17,NZ,2021-07-25 18:57:54,moderate rain
107,Vaini,-21.2,-175.2,66.36,100,20,0.0,TO,2021-07-25 18:54:43,fog
108,Bredasdorp,-34.5322,20.0403,47.52,93,100,4.61,ZA,2021-07-25 18:53:12,overcast clouds
109,Busselton,-33.65,115.3333,58.08,66,5,20.22,AU,2021-07-25 18:57:34,clear sky
110,Rikitea,-23.1203,-134.9692,70.5,67,76,6.44,PF,2021-07-25 18:55:36,broken clouds
111,Taksimo,56.3444,114.8794,58.89,79,9,2.75,RU,2021-07-25 18:57:59,clear sky
112,Bien Hoa,10.95,106.8167,78.78,92,100,5.46,VN,2021-07-25 18:58:00,overcast clouds
113,Vaini,-21.2,-175.2,66.36,100,20,0.0,TO,2021-07-25 18:54:43,fog
114,Provideniya,64.3833,-173.3,47.16,99,100,4.43,RU,2021-07-25 18:54:49,light rain
115,Rikitea,-23.1203,-134.9692,70.5,67,76,6.44,PF,2021-07-25 18:55:36,broken clouds
116,Cape Town,-33.9258,18.4232,62.11,54,0,1.14,ZA,2021-07-25 18:57:02,clear sky
117,Punta Arenas,-53.15,-70.9167,41.11,65,20,19.57,CL,2021-07-25 18:57:42,few clouds
118,Karangampel,-6.4622,108.4519,75.97,76,0,6.38,ID,2021-07-25 18:58:01,clear sky
119,Busselton,-33.65,115.3333,58.08,66,5,20.22,AU,2021-07-25 18:57:34,clear sky
120,Vaini,-21.2,-175.2,66.36,100,20,0.0,TO,2021-07-25 18:54:43,fog
121,Okhotsk,59.3833,143.3,55.99,98,100,3.58,RU,2021-07-25 18:56:44,heavy intensity rain
122,Eirunepe,-6.6603,-69.8736,90.14,47,97,2.28,BR,2021-07-25 18:58:02,overcast clouds
123,Puerto Ayora,-0.7393,-90.3518,80.56,84,37,8.99,EC,2021-07-25 18:54:38,scattered clouds
124,Stromness,58.965,-3.296,59.25,88,13,10.27,GB,2021-07-25 18:58:02,few clouds
125,Nikolskoye,59.7035,30.7861,69.69,67,7,2.46,RU,2021-07-25 18:54:25,clear sky
126,Los Llanos De Aridane,28.6585,-17.9182,75.13,80,20,13.8,ES,2021-07-25 18:56:19,few clouds
127,Jamestown,42.097,-79.2353,85.08,65,0,9.19,US,2021-07-25 18:57:44,clear sky
128,Oktyabrskoye,43.0645,44.7417,69.94,88,19,6.71,RU,2021-07-25 18:58:03,few clouds
129,Padang,-0.9492,100.3543,77.05,86,9,3.47,ID,2021-07-25 18:58:04,clear sky
130,Port Hardy,50.6996,-127.4199,60.98,82,75,4.61,CA,2021-07-25 18:55:29,broken clouds
131,Kununurra,-15.7667,128.7333,60.78,82,100,0.0,AU,2021-07-25 18:58:04,overcast clouds
132,Chapais,49.7834,-74.8492,64.18,46,83,10.98,CA,2021-07-25 18:57:53,broken clouds
133,Zhigansk,66.7697,123.3711,57.85,65,54,8.81,RU,2021-07-25 18:58:05,broken clouds
134,Rikitea,-23.1203,-134.9692,70.5,67,76,6.44,PF,2021-07-25 18:55:36,broken clouds
135,Provideniya,64.3833,-173.3,47.16,99,100,4.43,RU,2021-07-25 18:54:49,light rain
136,Busselton,-33.65,115.3333,58.08,66,5,20.22,AU,2021-07-25 18:57:34,clear sky
137,Kruisfontein,-34.0033,24.7314,54.36,41,90,4.83,ZA,2021-07-25 18:58:05,overcast clouds
138,Albany,42.6001,-73.9662,84.27,73,66,3.15,US,2021-07-25 18:54:00,broken clouds
139,Clarin,8.2023,123.8582,78.4,84,100,7.16,PH,2021-07-25 18:58:06,overcast clouds
140,Seydi,39.4816,62.9137,94.53,14,0,13.27,TM,2021-07-25 18:58:06,clear sky
141,Hamilton,39.1834,-84.5333,90.91,67,53,1.99,US,2021-07-25 18:58:07,broken clouds
142,Punta Arenas,-53.15,-70.9167,41.11,65,20,19.57,CL,2021-07-25 18:57:42,few clouds
143,Ribeira Grande,38.5167,-28.7,75.6,73,20,3.44,PT,2021-07-25 18:56:05,few clouds
144,Tuatapere,-46.1333,167.6833,47.82,93,100,5.41,NZ,2021-07-25 18:57:59,light rain
145,Nome,64.5011,-165.4064,49.15,92,100,10.25,US,2021-07-25 18:58:07,overcast clouds
146,Bredasdorp,-34.5322,20.0403,47.52,93,100,4.61,ZA,2021-07-25 18:53:12,overcast clouds
147,Mataura,-46.1927,168.8643,47.48,92,100,3.22,NZ,2021-07-25 18:57:39,light rain
148,Klyuchi,52.2667,79.1667,72.9,48,81,7.36,RU,2021-07-25 18:57:47,broken clouds
149,Dicabisagan,17.0818,122.4157,80.83,74,100,3.87,PH,2021-07-25 18:58:08,overcast clouds
150,Tuktoyaktuk,69.4541,-133.0374,50.0,93,90,12.66,CA,2021-07-25 18:57:24,light rain
151,Shepetivka,50.1855,27.0637,68.0,66,81,6.08,UA,2021-07-25 18:56:17,broken clouds
152,Rurrenabaque,-14.4413,-67.5278,89.49,62,40,9.22,BO,2021-07-25 18:58:09,scattered clouds
153,Honningsvag,70.9821,25.9704,45.61,75,100,13.67,NO,2021-07-25 18:58:09,overcast clouds
154,Port Elizabeth,-33.918,25.5701,50.29,87,40,3.44,ZA,2021-07-25 18:55:08,scattered clouds
155,Kissidougou,9.1848,-10.0999,72.01,94,96,4.05,GN,2021-07-25 18:58:10,overcast clouds
156,Cortez,37.3489,-108.5859,81.68,54,18,9.06,US,2021-07-25 18:58:10,few clouds
157,Hobart,-42.8794,147.3294,44.46,72,40,3.0,AU,2021-07-25 18:54:38,scattered clouds
158,Mackenzie,55.2999,-123.1698,59.22,72,75,6.91,CA,2021-07-25 18:57:52,broken clouds
159,Busselton,-33.65,115.3333,58.08,66,5,20.22,AU,2021-07-25 18:57:34,clear sky
160,Bambous Virieux,-20.3428,57.7575,70.21,64,20,12.66,MU,2021-07-25 18:55:01,few clouds
161,Bluff,-46.6,168.3333,47.8,87,100,6.17,NZ,2021-07-25 18:57:54,moderate rain
162,Zachary,30.6485,-91.1565,95.79,58,8,2.19,US,2021-07-25 18:58:11,clear sky
163,Prince Rupert,54.3161,-130.3201,59.09,79,90,4.61,CA,2021-07-25 18:58:12,light rain
164,Barrow,71.2906,-156.7887,38.64,91,100,13.15,US,2021-07-25 18:55:03,overcast clouds
165,Bismarck,46.8083,-100.7837,91.87,28,1,5.01,US,2021-07-25 18:53:31,clear sky
166,Mbini,1.574,9.6134,78.64,84,100,7.31,GQ,2021-07-25 18:58:12,overcast clouds
167,Saskylakh,71.9167,114.0833,53.91,74,71,11.21,RU,2021-07-25 18:58:13,broken clouds
168,Nikolskoye,59.7035,30.7861,69.69,67,7,2.46,RU,2021-07-25 18:54:25,clear sky
169,Husavik,66.0449,-17.3389,58.91,65,100,2.39,IS,2021-07-25 18:54:55,overcast clouds
170,Jamestown,42.097,-79.2353,85.08,65,0,9.19,US,2021-07-25 18:57:44,clear sky
171,Saint-Georges,12.0564,-61.7485,83.88,79,20,14.97,GD,2021-07-25 18:56:12,few clouds
172,Rikitea,-23.1203,-134.9692,70.5,67,76,6.44,PF,2021-07-25 18:55:36,broken clouds
173,Chlorakas,34.8042,32.4083,81.48,82,0,9.22,CY,2021-07-25 18:57:14,clear sky
174,Hilo,19.7297,-155.09,81.63,91,59,1.99,US,2021-07-25 18:57:35,broken clouds
175,Port Elizabeth,-33.918,25.5701,50.29,87,40,3.44,ZA,2021-07-25 18:55:08,scattered clouds
176,Ponta Delgada,37.7333,-25.6667,72.32,83,40,12.66,PT,2021-07-25 18:56:05,scattered clouds
177,Victoria,22.2855,114.1577,86.38,85,19,1.01,HK,2021-07-25 18:57:54,few clouds
178,Tateyama,34.9833,139.8667,81.01,84,65,9.01,JP,2021-07-25 18:55:07,broken clouds
179,Mar Del Plata,-38.0023,-57.5575,56.08,60,90,7.0,AR,2021-07-25 18:54:56,overcast clouds
180,Butaritari,3.0707,172.7902,81.48,77,86,10.69,KI,2021-07-25 18:54:40,moderate rain
181,Rosetta,31.4044,30.4164,78.62,71,0,11.92,EG,2021-07-25 18:58:15,clear sky
182,Bagdarin,54.4333,113.6,54.45,82,95,4.21,RU,2021-07-25 18:58:15,overcast clouds
183,Saint George,37.1041,-113.5841,94.62,39,5,1.99,US,2021-07-25 18:57:50,clear sky
184,Barrow,71.2906,-156.7887,38.64,91,100,13.15,US,2021-07-25 18:55:03,overcast clouds
185,Rikitea,-23.1203,-134.9692,70.5,67,76,6.44,PF,2021-07-25 18:55:36,broken clouds
186,Avarua,-21.2078,-159.775,71.65,100,75,3.44,CK,2021-07-25 18:55:01,light rain
187,Hilo,19.7297,-155.09,81.63,91,59,1.99,US,2021-07-25 18:57:35,broken clouds
188,Georgetown,5.4112,100.3354,83.89,86,20,0.0,MY,2021-07-25 18:54:23,few clouds
189,Ushuaia,-54.8,-68.3,33.46,100,75,20.71,AR,2021-07-25 18:56:18,light snow
190,Mataura,-46.1927,168.8643,47.48,92,100,3.22,NZ,2021-07-25 18:57:39,light rain
191,Lianran,24.9227,102.485,59.54,94,100,0.22,CN,2021-07-25 18:58:17,overcast clouds
192,Talnakh,69.4865,88.3972,55.27,92,100,5.03,RU,2021-07-25 18:58:17,overcast clouds
193,Busselton,-33.65,115.3333,58.08,66,5,20.22,AU,2021-07-25 18:57:34,clear sky
194,Kahului,20.8947,-156.47,84.97,87,23,8.99,US,2021-07-25 18:54:24,few clouds
195,Te Anau,-45.4167,167.7167,45.03,97,100,1.54,NZ,2021-07-25 18:54:52,heavy intensity rain
196,Taoudenni,22.6783,-3.9836,108.68,5,6,10.45,ML,2021-07-25 18:57:46,clear sky
197,Sao Filipe,14.8961,-24.4956,74.32,74,98,8.3,CV,2021-07-25 18:55:25,overcast clouds
198,Punta Arenas,-53.15,-70.9167,41.11,65,20,19.57,CL,2021-07-25 18:57:42,few clouds
199,Abnub,27.2696,31.1511,89.82,26,0,8.03,EG,2021-07-25 18:58:18,clear sky
200,Yar-Sale,66.8333,70.8333,48.07,80,78,16.13,RU,2021-07-25 18:58:19,broken clouds
201,Hamilton,39.1834,-84.5333,90.91,67,53,1.99,US,2021-07-25 18:58:07,broken clouds
202,Vaini,-21.2,-175.2,66.36,100,20,0.0,TO,2021-07-25 18:54:43,fog
203,Noumea,-22.2763,166.4572,69.01,99,74,6.93,NC,2021-07-25 18:58:20,broken clouds
204,Caravelas,-17.7125,-39.2481,72.21,73,57,8.46,BR,2021-07-25 18:55:39,broken clouds
205,Goya,-29.14,-59.2626,82.29,39,9,5.97,AR,2021-07-25 18:58:20,clear sky
206,Hermanus,-34.4187,19.2345,61.9,54,100,9.86,ZA,2021-07-25 18:57:47,overcast clouds
207,Puerto Ayora,-0.7393,-90.3518,80.56,84,37,8.99,EC,2021-07-25 18:54:38,scattered clouds
208,Vaini,-21.2,-175.2,66.36,100,20,0.0,TO,2021-07-25 18:54:43,fog
209,Kathmandu,27.7167,85.3167,70.02,100,75,0.0,NP,2021-07-25 18:56:57,moderate rain
210,Vaini,-21.2,-175.2,66.36,100,20,0.0,TO,2021-07-25 18:54:43,fog
211,Carnarvon,-24.8667,113.6333,53.67,73,0,4.61,AU,2021-07-25 18:58:22,clear sky
212,Mataura,-46.1927,168.8643,47.48,92,100,3.22,NZ,2021-07-25 18:57:39,light rain
213,Cape Town,-33.9258,18.4232,62.11,54,0,1.14,ZA,2021-07-25 18:57:02,clear sky
214,Dongobesh,-4.0667,35.3833,59.63,50,88,6.85,TZ,2021-07-25 18:58:22,overcast clouds
215,Arman,59.7,150.1667,53.51,99,100,6.4,RU,2021-07-25 18:58:23,light rain
216,Rikitea,-23.1203,-134.9692,70.5,67,76,6.44,PF,2021-07-25 18:55:36,broken clouds
217,Ushuaia,-54.8,-68.3,33.46,100,75,20.71,AR,2021-07-25 18:56:18,light snow
218,Ilulissat,69.2167,-51.1,45.01,56,100,7.78,GL,2021-07-25 18:58:24,overcast clouds
219,Mineiros,-17.5694,-52.5511,85.77,19,0,8.68,BR,2021-07-25 18:58:24,clear sky
220,Ribeira Grande,38.5167,-28.7,75.6,73,20,3.44,PT,2021-07-25 18:56:05,few clouds
221,Saint George,37.1041,-113.5841,94.62,39,5,1.99,US,2021-07-25 18:57:50,clear sky
222,Saldanha,-33.0117,17.9442,59.05,51,100,11.05,ZA,2021-07-25 18:53:32,overcast clouds
223,Thompson,55.7435,-97.8558,59.16,51,75,13.8,CA,2021-07-25 18:58:25,broken clouds
224,Egvekinot,66.3167,-179.1667,44.37,91,100,1.54,RU,2021-07-25 18:58:25,overcast clouds
225,Hermanus,-34.4187,19.2345,61.9,54,100,9.86,ZA,2021-07-25 18:57:47,overcast clouds
226,Mataura,-46.1927,168.8643,47.48,92,100,3.22,NZ,2021-07-25 18:57:39,light rain
227,Walvis Bay,-22.9575,14.5053,77.95,12,8,11.5,NA,2021-07-25 18:58:26,clear sky
228,Port Alfred,-33.5906,26.891,61.18,45,66,11.88,ZA,2021-07-25 18:57:46,broken clouds
229,Ushuaia,-54.8,-68.3,33.46,100,75,20.71,AR,2021-07-25 18:56:18,light snow
230,Cherskiy,68.75,161.3,43.47,69,46,7.9,RU,2021-07-25 18:58:27,scattered clouds
231,Nouna,12.7333,-3.8667,86.49,54,100,8.52,BF,2021-07-25 18:58:27,overcast clouds
232,Bluff,-46.6,168.3333,47.8,87,100,6.17,NZ,2021-07-25 18:57:54,moderate rain
233,Kodiak,57.79,-152.4072,53.11,82,90,5.75,US,2021-07-25 18:54:15,haze
234,Qandala,11.472,49.8728,87.6,49,11,11.03,SO,2021-07-25 18:58:28,few clouds
235,Iqaluit,63.7506,-68.5145,47.93,87,75,8.01,CA,2021-07-25 18:56:34,broken clouds
236,Cape Town,-33.9258,18.4232,62.11,54,0,1.14,ZA,2021-07-25 18:57:02,clear sky
237,Mataura,-46.1927,168.8643,47.48,92,100,3.22,NZ,2021-07-25 18:57:39,light rain
238,Boende,-0.2167,20.8667,79.41,53,45,3.18,CD,2021-07-25 18:57:49,scattered clouds
239,Mogadishu,2.0371,45.3438,76.12,79,90,21.88,SO,2021-07-25 18:56:09,light rain
240,Mataura,-46.1927,168.8643,47.48,92,100,3.22,NZ,2021-07-25 18:57:39,light rain
241,Yellowknife,62.456,-114.3525,65.32,51,20,1.99,CA,2021-07-25 18:53:54,few clouds
242,New Norfolk,-42.7826,147.0587,44.1,70,63,4.0,AU,2021-07-25 18:58:29,broken clouds
243,Jamestown,42.097,-79.2353,85.08,65,0,9.19,US,2021-07-25 18:57:44,clear sky
244,Hermanus,-34.4187,19.2345,61.9,54,100,9.86,ZA,2021-07-25 18:57:47,overcast clouds
245,Tiarei,-17.5333,-149.3333,78.82,68,1,9.78,PF,2021-07-25 18:58:31,clear sky
246,San Quintin,30.4833,-115.95,69.82,80,100,8.48,MX,2021-07-25 18:58:31,overcast clouds
247,Axim,4.8699,-2.2405,76.1,76,78,9.42,GH,2021-07-25 18:58:32,broken clouds
248,Bredasdorp,-34.5322,20.0403,47.52,93,100,4.61,ZA,2021-07-25 18:53:12,overcast clouds
249,Atuona,-9.8,-139.0333,78.06,68,81,23.85,PF,2021-07-25 18:55:35,broken clouds
250,Busselton,-33.65,115.3333,58.08,66,5,20.22,AU,2021-07-25 18:57:34,clear sky
251,Ushuaia,-54.8,-68.3,33.46,100,75,20.71,AR,2021-07-25 18:56:18,light snow
252,Antalaha,-14.9003,50.2788,66.29,79,100,7.36,MG,2021-07-25 18:58:33,overcast clouds
253,Ushuaia,-54.8,-68.3,33.46,100,75,20.71,AR,2021-07-25 18:56:18,light snow
254,Ewa Beach,21.3156,-158.0072,81.09,82,90,0.0,US,2021-07-25 18:58:33,overcast clouds
255,Barrow,71.2906,-156.7887,38.64,91,100,13.15,US,2021-07-25 18:55:03,overcast clouds
256,Faanui,-16.4833,-151.75,78.04,67,0,14.67,PF,2021-07-25 18:58:34,clear sky
257,Hermanus,-34.4187,19.2345,61.9,54,100,9.86,ZA,2021-07-25 18:57:47,overcast clouds
258,Punta Arenas,-53.15,-70.9167,41.11,65,20,19.57,CL,2021-07-25 18:57:42,few clouds
259,Nouadhibou,20.931,-17.0347,73.38,83,0,23.02,MR,2021-07-25 18:56:08,clear sky
260,Saskylakh,71.9167,114.0833,53.91,74,71,11.21,RU,2021-07-25 18:58:13,broken clouds
261,Kodiak,57.79,-152.4072,53.11,82,90,5.75,US,2021-07-25 18:54:15,haze
262,Bengkulu,-3.8004,102.2655,74.89,87,0,5.5,ID,2021-07-25 18:57:52,clear sky
263,Qaanaaq,77.484,-69.3632,40.48,70,89,5.79,GL,2021-07-25 18:53:30,overcast clouds
264,Lagoa,39.05,-27.9833,70.07,80,100,12.33,PT,2021-07-25 18:53:47,overcast clouds
